City,Country,Latitude,Longitude,Max_temp_F,Humidity_Percent,Cloudy_Percent,Wind_Speed_mph,Date
Kourou,French Guiana,5.16,-52.65,86.0,74,40,11.41,12/15/20
Sinjai,Indonesia,-5.12,120.25,76.51,83,100,3.78,12/15/20
Marsh,United Kingdom,53.65,-1.81,45.0,87,40,5.82,12/15/20
Dingle,Philippines,11.0,122.67,75.31,92,48,8.16,12/15/20
Nouadhibou,Mauritania,20.93,-17.03,69.8,73,0,16.11,12/15/20
Inhambane,Mozambique,-23.86,35.38,82.4,78,20,8.05,12/15/20
Bagé,Brazil,-31.33,-54.11,80.6,44,0,6.93,12/15/20
Whitley,United States,41.16,-85.49,28.0,65,100,7.0,12/15/20
Kunduz,Afghanistan,36.73,68.86,28.85,94,0,1.63,12/15/20
Januária,Brazil,-15.48,-44.37,88.36,45,3,0.56,12/15/20
Enshi,China,30.3,109.48,36.81,81,86,1.1,12/15/20
Acaraú,Brazil,-2.89,-40.12,86.43,60,96,17.43,12/15/20
Tuktoyaktuk,Canada,69.45,-133.04,-11.2,83,75,12.75,12/15/20
Mayo,United States,38.89,-76.51,42.01,48,1,6.93,12/15/20
Dudinka,Russia,69.41,86.18,-11.2,76,75,13.42,12/15/20
Marzuq,Yemen,14.4,46.47,53.78,39,0,0.78,12/15/20
Cap,France,49.27,-1.21,51.01,87,0,9.17,12/15/20
Paris,France,48.85,2.35,48.99,87,40,5.82,12/15/20
Maceió,Brazil,-9.67,-35.74,86.0,62,20,14.99,12/15/20
Qaqortoq,Greenland,60.72,-46.03,37.4,32,20,18.34,12/15/20
Bayanday,Russia,53.07,105.51,8.56,91,100,4.68,12/15/20
Half,Liberia,6.38,-10.7,82.4,83,75,3.36,12/15/20
Galveston,United States,29.37,-94.97,60.01,93,90,14.99,12/15/20
Estacion,Philippines,15.7,120.61,77.0,78,40,2.24,12/15/20
Dauphin,Canada,51.15,-100.05,12.2,89,90,3.36,12/15/20
Alexandria,Egypt,31.22,29.96,64.4,77,75,9.17,12/15/20
Chernihiv,Ukraine,51.0,32.0,31.82,98,99,4.7,12/15/20
Vila,Portugal,42.03,-8.16,48.99,89,100,13.0,12/15/20
Preobrazheniye,Russia,42.9,133.91,3.96,80,0,12.08,12/15/20
Tamiahua,Mexico,21.27,-97.45,71.87,67,19,9.04,12/15/20
Fort,Netherlands,52.65,6.39,48.99,93,83,8.1,12/15/20
Esperance,Australia,-33.87,121.9,51.8,81,28,5.82,12/15/20
Fuling,China,29.7,107.39,43.3,70,81,3.04,12/15/20
Karratha,Australia,-20.74,116.85,79.86,75,23,8.34,12/15/20
Araouane,Mali,18.9,-3.53,76.77,19,2,6.8,12/15/20
Bāglung,Nepal,28.27,83.59,50.38,44,0,5.1,12/15/20
Alice,United States,27.75,-98.07,69.8,68,75,3.36,12/15/20
Iqaluit,Canada,63.75,-68.51,19.4,73,90,11.41,12/15/20
Udachny,Russia,66.42,112.4,-16.6,75,0,4.47,12/15/20
Broome,United States,42.25,-75.83,28.0,68,90,10.29,12/15/20
Kon,Cote d'Ivoire,5.22,-3.39,84.2,79,40,8.05,12/15/20
Limbang,Malaysia,4.75,115.0,78.8,88,75,6.93,12/15/20
Derzhavīnsk,Kazakhstan,51.1,66.32,3.67,90,32,5.41,12/15/20
Timberlake,United States,37.32,-79.26,42.8,48,1,4.7,12/15/20
Barinas,Venezuela,8.62,-70.21,87.6,55,97,6.44,12/15/20
Yermakovskoye,Russia,53.28,92.4,20.25,93,100,8.28,12/15/20
Tyre,Lebanon,33.27,35.19,64.4,82,40,12.75,12/15/20
Ust-Nera,Russia,64.57,143.2,-17.9,78,100,3.89,12/15/20
Weihe,China,33.0,105.32,28.51,93,77,3.18,12/15/20
Petropavlovsk-Kamchatskiy,Russia,53.05,158.65,24.8,100,75,4.47,12/15/20
Prainha,Brazil,-1.8,-53.48,93.49,41,97,5.79,12/15/20
Wādi,India,17.07,76.98,67.24,75,0,7.36,12/15/20
Buraidah,Saudi Arabia,26.33,43.98,68.0,60,20,9.17,12/15/20
Beloha,Madagascar,-25.17,45.05,76.53,63,75,8.25,12/15/20
Rome,United States,43.21,-75.46,28.4,42,1,18.34,12/15/20
Mandalgovi,Mongolia,45.76,106.27,-0.2,83,8,12.91,12/15/20
Aleksandrovskiy,Russia,51.71,45.01,19.74,96,100,8.43,12/15/20
El Puerto de Santa María,Spain,36.59,-6.23,61.0,76,40,1.86,12/15/20
Osoyoos,Canada,49.03,-119.45,35.6,74,100,6.93,12/15/20
Neiafu,Tonga,-18.65,-173.98,77.0,88,75,10.29,12/15/20
Lethem,Guyana,3.38,-59.8,95.02,38,58,7.94,12/15/20
Sur,Oman,22.57,59.53,69.85,50,5,12.06,12/15/20
Oyem,Gabon,1.6,11.58,71.04,91,100,1.1,12/15/20
Najrān,Saudi Arabia,17.49,44.13,62.6,47,0,4.7,12/15/20
Rāvar,Iran,31.27,56.81,44.82,56,0,1.99,12/15/20
El Puerto de Santa María,Spain,36.59,-6.23,61.0,76,40,1.86,12/15/20
Topaowan,China,30.67,112.69,37.0,59,78,4.16,12/15/20
Katima,Sierra Leone,8.47,-12.01,82.85,71,58,3.67,12/15/20
Diriamba,Nicaragua,11.86,-86.24,87.8,66,75,11.41,12/15/20
Pacific,United States,38.48,-90.74,36.0,77,100,3.0,12/15/20
Cruzília,Brazil,-21.84,-44.81,76.01,77,97,3.4,12/15/20
Buncrana,Ireland,55.13,-7.45,42.8,81,20,10.29,12/15/20
Saint-Michel-des-Saints,Canada,46.68,-73.92,1.99,84,91,12.66,12/15/20
Vostochnyy,Russia,55.82,37.87,24.8,85,90,2.24,12/15/20
Biltine,Chad,14.53,20.92,76.51,16,12,7.4,12/15/20
Ust'-Kan,Russia,50.93,84.76,7.21,88,90,4.59,12/15/20
Chirongui,Mayotte,-12.93,45.15,78.8,83,0,2.24,12/15/20
Santa,Philippines,17.49,120.43,76.64,76,62,6.42,12/15/20
Jaitāran,India,26.2,73.94,59.11,49,10,9.46,12/15/20
Shitanjing,China,39.23,106.34,12.06,71,0,3.4,12/15/20
Āsasa,Ethiopia,7.1,39.2,54.57,41,0,0.6,12/15/20
Byron,United States,44.03,-92.65,21.99,44,40,5.82,12/15/20
Vangaindrano,Madagascar,-23.35,47.6,71.47,81,32,1.25,12/15/20
Matara,Sri Lanka,5.95,80.54,77.31,78,80,2.84,12/15/20
Oktyabr'skoye,Russia,43.06,44.74,23.0,100,90,2.24,12/15/20
Natal,Brazil,-5.79,-35.21,87.8,58,40,17.22,12/15/20
Gonaïves,Haiti,19.45,-72.68,82.4,61,40,11.41,12/15/20
Bubaque,Guinea-Bissau,11.28,-15.83,80.69,53,23,9.95,12/15/20
Ketchikan,United States,55.34,-131.65,42.8,75,90,17.22,12/15/20
Acajutla,El Salvador,13.59,-89.83,84.2,54,0,4.7,12/15/20
Ferme-Neuve,Canada,46.7,-75.45,5.0,45,99,9.17,12/15/20
Betania,Colombia,5.75,-75.98,75.07,68,93,2.33,12/15/20
Bereket,Turkmenistan,39.24,55.52,32.88,88,97,19.55,12/15/20
Honchō,Japan,41.88,140.68,23.02,93,69,12.68,12/15/20
Chyhyryn,Ukraine,49.08,32.66,33.71,93,76,8.59,12/15/20
Salalah,Oman,17.02,54.09,75.2,53,0,3.36,12/15/20
Rafaela,Argentina,-31.25,-61.49,89.01,33,29,3.0,12/15/20
Privolzhskiy,Russia,51.4,46.03,20.93,96,100,7.05,12/15/20
Miranda,Colombia,3.25,-76.23,86.0,51,40,2.24,12/15/20
Quarteira,Portugal,37.07,-8.1,59.0,82,0,2.24,12/15/20
Huarmey,Peru,-10.07,-78.15,73.85,66,79,9.89,12/15/20
Jacareacanga,Brazil,-6.22,-57.75,84.2,74,40,6.93,12/15/20
Katubao,Philippines,5.89,124.83,78.93,73,100,4.21,12/15/20
Port,DR Congo,-7.03,29.76,73.49,73,72,3.11,12/15/20
Qasigiannguit,Greenland,68.82,-51.19,26.6,53,40,26.4,12/15/20
Teya,Russia,60.38,92.63,-19.77,83,75,4.32,12/15/20
Impfondo,Congo Republic,1.64,18.07,81.28,53,39,2.33,12/15/20
Nicoya,Costa Rica,10.15,-85.45,86.0,58,40,13.87,12/15/20
Narsaq,Greenland,60.92,-46.05,37.4,32,20,18.34,12/15/20
Makkah al Mukarramah,Saudi Arabia,21.43,39.83,76.42,71,11,5.66,12/15/20
Amapá,Brazil,1.0,-52.0,92.66,42,84,4.83,12/15/20
Inverness,United Kingdom,57.48,-4.22,43.0,80,20,2.24,12/15/20
Garachiné,Panama,8.06,-78.36,83.55,70,89,4.97,12/15/20
Ulladulla,Australia,-35.35,150.47,70.0,100,90,9.17,12/15/20
Vikhorevka,Russia,56.12,101.16,14.0,85,100,11.18,12/15/20
Ahipara,New Zealand,-35.17,173.17,57.78,84,0,5.97,12/15/20
Sao,India,20.51,76.21,73.53,44,79,4.41,12/15/20
Parfino,Russia,57.97,31.65,25.83,98,98,4.65,12/15/20
Takoradze,Ghana,4.88,-1.76,80.15,83,72,7.83,12/15/20
Vestmannaeyjar,Iceland,63.44,-20.27,42.8,81,75,24.16,12/15/20
Caniço,Portugal,32.63,-16.85,64.4,59,75,2.24,12/15/20
Kaohsiung City,Taiwan,22.62,120.31,66.2,72,75,5.82,12/15/20
Tunoshna,Russia,57.55,40.13,23.0,85,90,2.24,12/15/20
Saint-Joseph,Reunion,-21.37,55.62,75.2,94,68,14.79,12/15/20
Leningradskiy,Russia,69.38,178.42,18.14,90,100,21.05,12/15/20
Minsk,Belarus,53.9,27.57,28.4,100,90,6.71,12/15/20
Jalpan,Mexico,21.23,-99.48,85.75,29,76,3.33,12/15/20
Seoul,South Korea,37.57,126.98,15.8,56,1,8.7,12/15/20
Dongsheng,China,39.82,109.98,3.43,79,0,6.11,12/15/20
Dolisie,Congo Republic,-4.2,12.67,75.25,93,67,4.72,12/15/20
Una,India,20.82,71.03,68.0,50,0,9.28,12/15/20
Aberystwyth,United Kingdom,52.42,-4.08,44.01,100,85,10.67,12/15/20
Evensk,Russia,61.95,159.23,10.53,82,100,25.12,12/15/20
Meulaboh,Indonesia,4.14,96.13,77.25,85,100,3.62,12/15/20
Scottsbluff,United States,41.87,-103.67,30.2,63,20,19.46,12/15/20
Barreirinha,Brazil,-2.79,-57.07,92.17,46,100,1.68,12/15/20
Challans,France,46.84,-1.87,48.99,93,75,8.05,12/15/20
Santa,Philippines,17.49,120.43,76.64,76,62,6.42,12/15/20
Fenton,United States,42.8,-83.7,28.4,54,75,8.05,12/15/20
Ghanzi,Botswana,-21.57,21.78,86.04,32,74,11.16,12/15/20
Brodokalmak,Russia,55.57,62.08,10.4,60,71,4.47,12/15/20
Sao,India,20.51,76.21,73.53,44,79,4.41,12/15/20
Paka,Malaysia,4.64,103.44,78.8,94,98,2.24,12/15/20
Fukuechō,Japan,32.69,128.84,43.45,69,100,22.48,12/15/20
Zeya,Russia,53.75,127.27,-12.6,77,8,2.44,12/15/20
Tura,India,25.52,90.22,58.96,85,0,3.13,12/15/20
Drovyanaya,Russia,51.58,113.03,-16.6,75,5,2.24,12/15/20
Tambura,South Sudan,5.6,27.47,83.28,26,99,3.74,12/15/20
Narón,Spain,43.52,-8.15,55.0,87,75,18.34,12/15/20
Margate,United Kingdom,51.38,1.39,48.99,82,0,1.01,12/15/20
Oranjestad,Aruba,12.52,-70.03,80.6,88,75,16.11,12/15/20
Pingliang,China,35.54,106.69,23.41,79,75,1.23,12/15/20
Cantaura,Venezuela,9.31,-64.36,86.68,55,85,6.87,12/15/20
Okhotsk,Russia,59.38,143.3,2.16,86,100,25.12,12/15/20
Milton,United States,34.13,-84.3,48.99,60,0,5.01,12/15/20
Kalmunai,Sri Lanka,7.42,81.82,77.61,82,44,4.38,12/15/20
Abapó,Bolivia,-18.83,-63.47,98.53,27,56,8.79,12/15/20
Nemuro,Japan,43.32,145.57,26.08,85,80,20.38,12/15/20
Terney,Russia,45.05,136.61,0.77,83,89,18.68,12/15/20
Colesberg,South Africa,-30.72,25.1,71.06,43,0,21.41,12/15/20
Sioux,United States,42.73,-96.23,24.8,53,1,10.29,12/15/20
Kyra,Russia,49.58,111.98,-0.31,85,57,2.48,12/15/20
Nome,United States,64.5,-165.41,18.0,85,90,13.87,12/15/20
Baykit,Russia,61.67,96.37,-11.79,84,84,5.08,12/15/20
Hatfield,United Kingdom,51.76,-0.22,48.0,87,75,8.05,12/15/20
Srednekolymsk,Russia,67.45,153.68,-26.93,86,99,2.64,12/15/20
Ballina,Australia,-28.87,153.57,75.2,94,75,6.93,12/15/20
Hofn,Iceland,64.25,-15.21,39.04,92,100,22.91,12/15/20
Gijang,South Korea,35.24,129.21,23.0,53,0,3.36,12/15/20
